"codigo","classe","descricao","kcal","proteina_g","carboidratos_g","gorduras_g","fibras_g","sodio_mg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0479N","Alimentos para fins especiais","Papa de carne bovina moída (patinho), macarrão e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal,","126","15.1","4.73","5.01","0.93","124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0053L","Miscelâneas","Lanche brasileiro (biscoito, doce, maisena, c/ café, infusão 10%, c/ açúcar),","141","2.7","24.7","3.35","0.58","98.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0142K","Produtos açucarados","Doce, massa folhada, c/ creme de confeiteiro, c/ açúcar polvilhado,","448","6.48","40.5","28.7","1.08","192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0057A","Cereais e derivados","Biscoito, salgado, água e sal, Marilan,","425","11.9","68","10.9","3.6","868","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0002D","Gorduras e óleos","Azeite, oliva, Olea europaea L.,","900","0","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0850A","Cereais e derivados","Prato de comida brasileiro, (90 g de arroz, polido, cozido + 140 g de feijão, preto, cozido (50 % grão e 50 % caldo) + 35 g de carne, boi, quarto traseiro, s/ gordura, grelhada + 110 g de macarrão, trigo, c/ ovos, cozido, drenado + 1,2 g de sal refinado), c/ óleo, cebola e alho),","121","6.11","16.6","2.6","3.56","134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0627N","Alimentos para fins especiais","Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal,","108","13.7","6.19","2.99","0.99","8547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0228T","Leguminosas e derivados","Sopa, feijão preto, c/ carne bovina, c/ macarrão, c/ vegetais, c/ sal, (feijão preto, c/ carne bovina músculo, c/ macarrão, c/ batata, abóbora (jerimum) e repolho, c/ caldo de carne, c/ óleo, cebola e alho, c/ sal),","73","5.54","6.99","1.76","3.26","187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0845B","Vegetais e derivados","Tomate recheado, c/ sal, (tomate, toucinho defumado (bacon), farinha de rosca, queijo ricota, creme de leite, queijo parmesão, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal),","101","4.31","6.38","6.3","0.88","451","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0029B","Vegetais e derivados","Maxixe, maduro, c/ casca, cru, Cucumis anguria,","17","1.74","0.99","0.09","2.74","22.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0249F","Carnes e derivados","Carne, frango, moela, cozida, s/ óleo, s/ sal, Gallus gallus,","127","28.8","0.92","0.88","0","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0294N","Alimentos para fins especiais","Papa de carne bovina (músculo), feijão preto, batata, abóbora (jerimum)e cenoura, c/ caldo de frango, c/ cebola e azeite de oliva, c/ sal,","98","10.6","3.37","4.2","2.13","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0005U","Sementes e Oleaginosas","Milkshake, paçoca de amendoim, vegano, (bebida vegetal à base de coco, água, amendoim de amendoim, castanha de caju, amêndoa, óleo de coco, c/ açúcar mascavo),","321","7.42","14.3","25.4","2.51","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0101N","Alimentos para fins especiais","Achocolatado, em pó, sem adição de açúcar,","362","15.5","64.4","3","7.5","876","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0143H","Bebidas","Bebida energética,","43","0.46","10.2","0","0","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0129C","Frutas e derivados","Suco natural, laranja, mamão, pera e maçã, s/ açúcar,","39","0.61","8.42","0.15","0.74","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0689B","Vegetais e derivados","Batata suíça, c/ ricota e espinafre, c/ sal, (batata inglesa cozida, c/ ricota e espinafre, c/ manteiga, c/ sal),","78","3.2","9.73","2.66","1.34","186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0892A","Cereais e derivados","Vatapá, c/ sal, (camarão seco dessalgado, leite de coco, amendoim torrado, castanha de caju torrada, tomate, cebola, azeite de dendê, farinha de trigo, gengibre, c/ óleo de soja, c/ sal),","268","5.97","8.01","23.1","1.69","1063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0998B","Vegetais e derivados","Edamame, cozida, c/ óleo, cebola e alho, c/ sal, Glycine max L. Merril,","127","11.5","4.08","6.04","5.06","193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0585N","Alimentos para fins especiais","Papa de carne moída bovina (patinho), feijão preto, batata, abóbora (jerimum) e cenoura, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal,","89","12.2","3.5","2.45","2.14","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0029E","Pescados e Frutos do mar","Peixe, água doce, pintado, cru, Spotted sorubim,","85","18.4","0","1.31","0","43.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0115B","Vegetais e derivados","Alho, cozido, s/ óleo, s/ sal, Allium sativum,","121","5.7","22.6","0.2","3.19","5.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0106N","Alimentos para fins especiais","Papa de carne bovina moída (acém), fubá e couve, c/ caldo de frango, c/ cebola, s/ óleo de soja, c/ sal,","111","10.9","7.15","4.1","0.94","149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0557N","Alimentos para fins especiais","Papa de fígado bovino e batata doce, c/ caldo de carne, c/ cebola e óleo de soja, c/ sal,","140","12.6","9.11","5.73","1.05","134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0979F","Carnes e derivados","Carne, peito de frango, grelhado, c/ molho de laranja , (suco de laranja, farinha de trigo, manteiga, pimenta-do-reino), c/ sal,","121","3.05","21.1","2.23","2.13","80.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0652A","Cereais e derivados","Quiche, alho-poró, assado, c/ sal, (massa brise (farinha de trigo, manteiga, gema, leite, c/ açúcar, c/ sal), alho-poró, creme de leite, ovo, queijo parmesão, c/ cebola, c/ sal),","265","6.76","17.4","18.5","0.83","282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0044J","Ovos e derivados","Ovos Benedict, c/ lombo canadense, c/ sal, (pão forma tradicional, ovo cozido, lombo canadense, molho holandês, salsa, c/ pimenta-do-reino, c/ sal),","230","13.2","13.1","13.7","0.77","676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0030T","Leguminosas e derivados","Feijão, vermelho, cru, Phaseolus vulgaris L.,","314","22.5","46","1.06","15.2","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0939F","Carnes e derivados","Sopa, peito de frango e requeijão, c/ sal, (peito de frango, requeijão, c/ caldo de vegetais, salsa, c/ óleo, cebola e alho, c/ sal),","154","12.5","4.44","9.37","1.02","141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0072K","Produtos açucarados","Pudim, leite c/ calda de caramelo, pó, preparado, Oetker,","151","5.5","23.7","3.8","0","148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0448E","Pescados e Frutos do mar","Peixe, água salgada, pescadinha, frito (c/ óleo de soja), s/ sal, Cynoscion striatus,","120","15.5","0.73","6.14","0","102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0238C","Frutas e derivados","Suco natural, cacau, c/ açúcar,","51","0.4","11.8","0.06","0.88","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0005K","Produtos açucarados","Açúcar, cristal,","400","0.32","99.6","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0222B","Vegetais e derivados","Berinjela, c/ casca, cozida, drenada, c/ óleo de soja, c/ sal, Solanum melongena L.,","47","0.77","4.17","2.61","1.86","129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1094B","Vegetais e derivados","Cominho, semente, Cuminum cyminum,","428","17.8","33.7","22.3","10.5","168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0167A","Cereais e derivados","Pastel, c/ recheio de queijo, frito, caseiro, (massa - farinha de trigo, margarina, água e sal, queijo muçarela, frito (c/ óleo de soja),","430","8.71","47.2","22.7","0.94","821","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0140K","Produtos açucarados","Rocambole (farinha de trigo, ovo, leite, manteiga, açúcar e fermento químico), recheado com doce de leite, c/ cobertura de açúcar,","396","5.25","60.1","14.6","1.62","44.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0018K","Produtos açucarados","Geleia, framboesa, Ritter,","283","0.5","68","0.45","2.37","30.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0781B","Vegetais e derivados","Farofa, carne bovina, s/ sal, (farinha de mandioca (aipim, macaxeira), carne bovina, tomate, azeitona, salsa, c/ óleo, cebola e alho, s/ sal),","283","10.1","38.2","9.15","3.36","110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0819A","Cereais e derivados","Prato de comida brasileiro (região Sul), 90 g de arroz, polido, cozido + 140 g de feijão, preto, cozido (50% grão e 50% caldo) + 35 g de carne, boi, quarto traseiro, s/ gordura + 110g de macarrão, trigo, c/ ovos, cozido, drenado - c/ óleo, cebola e alho, c/ sal),","137","6.09","16.2","4.48","3.59","232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0113C","Frutas e derivados","Suco natural, abacaxi, maracujá e caju, s/ açúcar,","43","0.57","9.31","0.25","0.76","14.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0001A","Cereais e derivados","Arroz, polido, cru (média de diferentes cultivares), Oryza sativa L.,","346","7.04","77.4","0.5","1.68","1.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0993F","Carnes e derivados","Carne, frango, sobrecoxa, s/ pele, assada, c/ óleo de soja, alho e pimenta do reino, c/ sal,","216","27.7","0.34","15.1","0.1","280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1168A","Cereais e derivados","Macarrão, trigo, integral, c/ espinafre e molho branco vegano, c/ sal, (macarrão, trigo, integral, espinafre, c/ molho branco vegano (farinha de trigo, bebida vegetal à base de soja), c/ queijo vegetal (tremoço, castanha de caju, água, alho, suco de limão, óleo de girassol, polvilho, ágar ágar), c/ sal),","117","4.29","17","2.97","2.66","204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0307A","Cereais e derivados","Sanduíche, pão forma tradicional, c/ presunto, c/ margarina,","252","10.3","27.7","10.7","1.49","977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0861F","Carnes e derivados","Carne, porco, cozida, s/ óleo, c/ sal,","188","36","1.41","4.88","0","245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0130F","Carnes e derivados","Carne, frango, inteiro, s/ pele, crua, Gallus gallus,","122","20.4","0","4.57","0","73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0830A","Cereais e derivados","Pão de alho, assado, (pão francês, maionese, alho, salsa, cebolinha, c/ queijo parmesão, c/ sal),","304","10.4","43.6","9.36","2.23","833","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0358E","Pescados e Frutos do mar","Molusco, lula, cozido, s/ óleo, c/ sal, Order Teuthoidea,","97","20.8","0","1.49","0","533","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0556N","Alimentos para fins especiais","Papa de fígado bovino e batata doce, c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal,","140","12.6","9.11","5.73","1.05","134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0912A","Cereais e derivados","Macarrão, trigo integral cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), s/ sal,","232","6.36","17.9","14.3","3.22","108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0571F","Carnes e derivados","Carne, crocodilo, rabo, crua, Crocodylus spp.,","104","22.5","0","1.6","0","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0369B","Vegetais e derivados","Salada, legumes cozidos, c/ azeite de oliva, c/ sal, (batata, cenoura, chuchu, c/ azeite de oliva, c/ sal),","61","0.91","2.28","4.91","2.03","135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0086A","Cereais e derivados","Cereais, barra, frutas e castanha do Brasil, Nutry,","431","5.16","68.7","14.2","4","504","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0583B","Vegetais e derivados","Salada, alface crespa, s/ óleo, s/ sal,","10","1.35","0","0.16","1.83","3.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0009E","Pescados e Frutos do mar","Molusco, lula, músculo, cru, Loligo plei,","106","14.4","7.7","2","0","52.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0026F","Carnes e derivados","Carne, boi, acém, s/ gordura, cozida, s/ óleo, s/ sal, Bos taurus,","210","27.3","0.63","10.9","0","56.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0086R","Alimentos industrializados","Manjar, coco, em pó, Ducoco,","392","0","92.7","2.18","0.84","707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0013A","Cereais e derivados","Arroz, farelo, cru, Orysa sativa L.,","324","14.2","11.2","19.3","24.3","5.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1138B","Vegetais e derivados","Cogumelo, assado, s/ óleo, s/ sal (média de diferentes tipos),","34","2.47","3.12","0.43","3.66","1.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0667B","Vegetais e derivados","Salada, acelga, crua, s/ óleo, s/ sal,","23","1.44","3.51","0.11","1.12","1.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0234N","Alimentos para fins especiais","Papa de fígado bovino e batata doce, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal,","123","12.6","9.25","3.7","1.09","134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0863B","Vegetais e derivados","Batata, inglesa, s/ casca, assada, alecrim, c/ manteiga, c/ pimenta-do-reino, s/ sal,","126","2.44","17.9","4.51","1.9","0.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0322N","Alimentos para fins especiais","Papa de feijão preto, batata doce, abóbora cabotian (japonesa) e cenoura, c/ caldo de frango, c/ cebola, s/ óleo, c/ sal,","48","2.83","5.88","0.4","4.96","102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0756A","Cereais e derivados","Sanduíche, pão forma tradicional, c/ queijo minas, alface e tomate,","195","9","25.6","5.89","1.75","438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0271E","Pescados e Frutos do mar","Casquinha de marisco, s/ sal, (mexilhão, tomate, leite de coco, farinha de rosca, queijo parmesão, cebolinha, c/ azeite de dendê, c/ óleo, cebola e alho, c/ pimenta do reino, s/ sal),","141","11.4","5.11","8.11","0.75","234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0843A","Cereais e derivados","Sanduíche, pão sírio, c/ peito de frango grelhado, alface americana, cenoura crua, tomate e molho de iogurte, s/ óleo, s/ sal,","148","11.4","20.5","2","1.47","208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0867A","Cereais e derivados","Sushi, c/ pepino, (arroz para sushi (c/ vinagre de arroz, açúcar e sal), alga nori e pepino),","122","5.28","20.3","1.19","4.73","239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0460E","Pescados e Frutos do mar","Peixe, água salgada, salmão, filé, s/ pele, frito (c/ óleo de soja), s/ sal, Salmo salar L.,","213","19.3","0.83","14.7","0","54.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0340N","Alimentos para fins especiais","Papa de carne bovina (músculo), feijão carioca, batata baroa (mandioquinha, salsa) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola, s/ óleo, c/ sal,","92","10.7","6.01","2.41","1.85","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1034B","Vegetais e derivados","Purê, batata, c/ queijo parmesão, c/ sal, (batata inglesa, margarina, leite, c/ queijo parmesão, c/ sal),","107","4.57","9.55","5.27","1.38","333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0045C","Frutas e derivados","Mamão, Formosa, polpa, in natura, Carica papaya L.,","47","0.82","9.74","0.12","1.81","3.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0105K","Produtos açucarados","Camafeu, (leite condensado, noz, manteiga, leite, c/ açúcar),","375","5.33","59.3","12.7","0.94","87.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0184N","Alimentos para fins especiais","Papa de peito de frango, batata baroa (mandioquinha, salsa) e cenoura, c/ caldo de frango, c/ cebola e c/ óleo de soja, s/ sal,","94","11.7","4.14","3.21","0.89","14.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1081A","Cereais e derivados","Pizza, calabresa, palmito e queijo muçarela, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela, palmito, calabresa, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ orégano, c/ azeite de oliva),","260","10.1","31.5","9.76","1.85","676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0375A","Cereais e derivados","Sanduíche, peito de frango grelhado (c/ pão de hambúrguer), c/ queijo prato, alface e tomate,","212","17.6","20","6.59","1.31","255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0102F","Carnes e derivados","Empada de frango, pré-cozida,","377","7.34","35.5","22.9","0","770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0138H","Bebidas","Bebida alcoólica, grappa,","370","0","33.6","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0255B","Vegetais e derivados","Mostarda, folha, refogada (c/ óleo, cebola e alho), s/ sal, Brassica juncea (L.),","58","3.71","4.37","2.06","3.8","5.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0417N","Alimentos para fins especiais","Papa de batata, cenoura e carne bovina moída (acém), c/ caldo de carne, c/ cebola e azeite de oliva, c/ sal,","109","10.3","3.13","5.92","0.83","121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0421F","Carnes e derivados","Carne, boi, músculo, s/ gordura, cozida, c/ óleo, cebola e alho, c/ sal,","186","29.4","0.58","7.37","0.12","238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1047F","Carnes e derivados","Espetinho de kafta, assado, s/ sal, (carne bovina acém, farinha de rosca, molho inglês, hortelã, salsinha e cebolinha, suco de limão, pimenta do reino, c/ azeite de oliva, s/ sal), Bos taurus,","240","23.5","2.25","15.1","0.51","354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0055B","Vegetais e derivados","Quiabo, cozido, drenado, s/ óleo, s/ sal, Hibiscus esculentus L.,","20","1.32","1.94","0.12","3.13","0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0531N","Alimentos para fins especiais","Papa de carne bovina moída (patinho), cenoura e batata baroa (mandioquinha, batata salsa), c/ caldo de carne, c/ cebola, s/ óleo, s/ sal,","97","13.2","4.45","2.7","0.93","23.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0001R","Alimentos industrializados","Bolo, mistura p/ (média de diferentes sabores),","376","6.51","82.8","1.72","1.67","441","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0334N","Alimentos para fins especiais","Papa de carne bovina (músculo), feijão preto, batata baroa (mandioquinha, salsa) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola, s/ óleo, c/ sal,","89","10.7","5.53","2.21","2.12","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1116A","Cereais e derivados","Arroz basmati (jasmim), cozido, c/ óleo de soja, cebola e alho, c/ sal,","131","2.67","26.8","1.37","0.5","412","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0502A","Cereais e derivados","Sanduíche, vegetariano, pão forma integral, c/ alface, tomate, pimentão vermelho, cebola, berinjela grelhada e cream cheese, c/ sal,","128","5.2","16.8","3.73","2.93","215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0205K","Produtos açucarados","Geladinho (sacolé, dindim), c/ polpa congelada, leite integral, amido de milho, c/ açúcar,","88","2.69","12.6","2.92","0.03","58.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0621F","Carnes e derivados","Carne, boi, contrafilé, s/ gordura, refogada (c/ óleo, cebola e alho), s/ sal, Bos taurus,","212","31.8","0.61","9.13","0.14","69.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0155B","Vegetais e derivados","Quiabo, c/ casca, cozido, drenado, s/ óleo, c/ sal, Hibiscus esculentus L.,","20","1.32","1.94","0.12","3.13","128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1026B","Vegetais e derivados","Nhoque, c/ molho bolonhesa, c/ sal, (batata, ovo, margarina e farinha de trigo, c/ molho bolonhesa (carne moída refogada - acém, c/ molho de tomate, c/ óleo, cebola e alho), c/ sal),","162","6.38","25.5","3.43","1.83","251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0978A","Cereais e derivados","Pão, bolo, de tapioca, caseiro, (goma de tapioca, ovo, leite, óleo de soja, c/ sal),","291","3.25","30.7","17.2","0.23","103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0185K","Produtos açucarados","Chocolate, ao leite, c/ amendoim,","552","9.02","51.5","33.9","2.24","114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0781F","Carnes e derivados","Carne, frango, fígado, refogada (c/ óleo, cebola e alho), c/ sal,","161","22.6","2.7","6.55","0.13","296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0575F","Carnes e derivados","Churrasquinho (espetinho), carne bovina, s/ sal, (carne bovina - miolo de alcatra, s/ gordura, grelhada, c/ cebola, pimentão e tomate, c/ óleo, s/ sal),","200","22.8","3.57","10.4","0.5","58.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0068E","Pescados e Frutos do mar","Peixe, água salgada, sardinha, assada, s/ óleo, s/ sal,","176","27","10.3","2.99","0","74.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0070R","Alimentos industrializados","Sopa, cebola, desidratada, Maggi,","339","7.6","59.4","7.1","3.8","8083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0209N","Alimentos para fins especiais","Papa de feijão carioca, ovo e macarrão, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal,","100","5.25","7.16","5.06","2.65","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1001A","Cereais e derivados","Bolo, chocolate, c/ recheio, brigadeiro, caseiro, (bolo - farinha de trigo, achocolatado, açúcar, manteiga, ovo e fermento em pó, recheio - leite condensado e chocolate),","387","6.47","54.9","15.5","1.07","246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0677N","Alimentos para fins especiais","Papa de feijão preto, abobrinha e beterraba, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal,","54","2.47","3.95","2.28","3.84","40.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0287A","Cereais e derivados","Sanduíche, queijo quente, pão forma integral, c/ queijo prato, c/ manteiga,","337","15","21.8","20.5","2.64","525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0302N","Alimentos para fins especiais","Papa de carne bovina (músculo), feijão carioca, batata, abóbora (jerimum) e cenoura, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal,","84","10.7","3.88","2.4","1.87","20.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0159B","Vegetais e derivados","Chicória, refogada (c/ óleo, cebola e alho), c/ sal, Cichorium endivia L.,","35","2.09","1.57","1.45","3.88","155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0024T","Leguminosas e derivados","Ervilha, fresca/seca, cozida, s/ óleo, s/ sal, Pisum sativum L.,","93","6.62","12.4","0.62","5.72","89.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0500A","Cereais e derivados","Sanduíche, pão forma integral, c/ alface, tomate, sardinha em conserva e maionese,","214","9.17","22.8","8.91","2.98","460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0201T","Leguminosas e derivados","Cassoulet, c/ feijão branco, c/ carne, c/ sal, (feijão branco, carne bovina - músculo, coxa de frango, linguiça calabresa, toucinho defumado (bacon), tomate, cenoura, ervilha, vagem, cheiro verde, c/ pimenta-do reino, c/ óleo, cebola e alho, c/ sal),","171","11.6","6.95","10.2","2.44","283","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
